,id,datum,m01ab,m01ae,n02ba,n02be,n05b,n05c,r03,r06,year,Drug Classification
1100,3707,2017-06-01,4.583333333,3.05,5.625,65.5625,10.83333333,0.0,15.41666667,2.5,2017,Musculo-Skeletal System Drugs
1101,3708,2017-07-01,2.916666667,5.154166667,5.958333333,34.625,8.75,0.0,2.5,0.0,2017,Musculo-Skeletal System Drugs
1102,3709,2017-08-01,5.416666667,1.8595833330000002,5.083333333,25.375,10.0,2.083333333,3.333333333,1.6666666669999999,2017,Musculo-Skeletal System Drugs
1103,3710,2017-09-01,3.8875,4.0570833330000005,2.583333333,56.125,9.166666667000001,0.41666666700000005,1.6666666669999999,2.083333333,2017,Musculo-Skeletal System Drugs
1104,3711,2017-10-01,6.3875,4.73875,13.29166667,54.25,25.0,1.6666666669999999,7.5,0.833333333,2017,Musculo-Skeletal System Drugs
1105,3712,2017-11-01,9.308333333,5.501666667,9.166666667000001,51.04166667,20.0,1.25,1.6666666669999999,2.916666667,2017,Musculo-Skeletal System Drugs
1106,3713,2017-12-01,8.333333332999999,5.196666667,8.75,65.9375,14.16666667,1.25,4.583333333,1.6666666669999999,2017,Musculo-Skeletal System Drugs
1107,3714,2017-01-13,6.8041666670000005,3.891666667,9.541666667000001,54.41666667,19.58333333,0.0,3.333333333,1.333333333,2017,Musculo-Skeletal System Drugs
1108,3715,2017-01-14,5.975,4.364583333,7.708333333,47.91666667,16.66666667,0.833333333,5.416666667,2.083333333,2017,Musculo-Skeletal System Drugs
1109,3716,2017-01-15,8.05,6.525,9.083333332999999,38.79166667,15.41666667,0.0,7.5,1.25,2017,Musculo-Skeletal System Drugs
1110,3717,2017-01-16,6.670833332999999,4.029166667,8.041666667000001,63.5625,12.5,0.41666666700000005,7.083333333,2.083333333,2017,Musculo-Skeletal System Drugs
1111,3718,2017-01-17,7.225,4.139166667,5.291666667,48.45833333,13.33333333,1.6666666669999999,3.75,2.5,2017,Musculo-Skeletal System Drugs
1112,3719,2017-01-18,6.7416666670000005,4.445833333,6.5,45.95833333,16.66666667,1.25,5.833333333,0.833333333,2017,Musculo-Skeletal System Drugs
1113,3720,2017-01-19,5.0,5.7,7.833333333,37.75,15.83333333,0.0,2.5,3.333333333,2017,Musculo-Skeletal System Drugs
1114,3721,2017-01-20,3.608333333,4.73875,4.125,37.625,23.33333333,2.916666667,12.5,2.5,2017,Musculo-Skeletal System Drugs
1115,3722,2017-01-21,5.6958333329999995,2.4,4.583333333,50.20833333,15.0,2.083333333,4.583333333,2.916666667,2017,Musculo-Skeletal System Drugs
1116,3723,2017-01-22,4.5125,5.0075,5.125,37.02083333,19.16666667,1.25,9.166666667000001,1.6666666669999999,2017,Musculo-Skeletal System Drugs
1117,3724,2017-01-23,5.1375,4.505,6.291666667,41.75,15.83333333,0.833333333,2.5,1.6666666669999999,2017,Musculo-Skeletal System Drugs
1118,3725,2017-01-24,6.1125,5.770833333,10.95833333,40.08333333,11.25,0.0,10.0,2.916666667,2017,Musculo-Skeletal System Drugs
1119,3726,2017-01-25,7.779166667,5.108333333,7.666666667,51.1875,18.75,2.083333333,13.75,2.291666667,2017,Musculo-Skeletal System Drugs
1120,3727,2017-01-26,5.979166667,5.224583333,7.041666667,36.625,13.75,0.833333333,8.333333332999999,0.0,2017,Musculo-Skeletal System Drugs
1121,3728,2017-01-27,7.85,7.54125,5.166666667,42.60916667,21.25,2.083333333,9.583333332999999,1.25,2017,Musculo-Skeletal System Drugs
1122,3729,2017-01-28,5.970833333,6.1125,2.25,32.08333333,9.166666667000001,0.0,1.6666666669999999,1.25,2017,Musculo-Skeletal System Drugs
1123,3730,2017-01-29,5.141666667,7.783333333,5.333333333,54.16666667,15.83333333,2.5,9.583333332999999,3.333333333,2017,Musculo-Skeletal System Drugs
1124,3731,2017-01-30,8.058333333,5.61625,7.0,35.5175,17.08333333,4.166666667,7.083333333,4.166666667,2017,Musculo-Skeletal System Drugs
1125,3732,2017-01-31,4.441666667,4.254583333,2.833333333,47.25,13.33333333,0.833333333,2.916666667,1.6666666669999999,2017,Musculo-Skeletal System Drugs
1126,3733,2017-01-02,7.375,5.188333333,6.041666667,31.625,10.83333333,0.41666666700000005,8.333333332999999,2.083333333,2017,Musculo-Skeletal System Drugs
1127,3734,2017-02-02,8.195833333,6.211666667,6.416666667,42.29166667,9.166666667000001,0.41666666700000005,0.41666666700000005,0.833333333,2017,Musculo-Skeletal System Drugs
1128,3735,2017-03-02,7.6375,6.255416667,9.0,42.90083333,15.83333333,2.5,7.083333333,0.833333333,2017,Musculo-Skeletal System Drugs
1129,3736,2017-04-02,7.779166667,4.166666667,4.416666667,27.70833333,12.08333333,0.833333333,7.5,3.75,2017,Musculo-Skeletal System Drugs
1130,3737,2017-05-02,10.67,10.725,5.0,38.6,1.0,0.0,11.0,1.1,2017,Musculo-Skeletal System Drugs
1131,3738,2017-06-02,10.0,5.0,4.4,13.0,3.0,2.0,5.0,0.0,2017,Musculo-Skeletal System Drugs
1132,3739,2017-07-02,3.0,0.33,3.5,13.8,3.0,0.0,7.0,2.0,2017,Musculo-Skeletal System Drugs
1133,3740,2017-08-02,11.0,1.67,4.0,36.0,7.0,0.0,10.0,2.0,2017,Musculo-Skeletal System Drugs
1134,3741,2017-09-02,3.9825,1.76,4.0,20.4,6.0,0.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1135,3742,2017-10-02,4.01,3.34,4.75,23.2,5.0,0.0,2.0,0.0,2017,Musculo-Skeletal System Drugs
1136,3743,2017-11-02,5.33,6.32,5.1,12.4,11.0,1.0,1.0,3.0,2017,Musculo-Skeletal System Drugs
1137,3744,2017-12-02,10.0,10.67,7.8,27.4,4.0,0.0,2.0,1.0,2017,Musculo-Skeletal System Drugs
1138,3745,2017-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Musculo-Skeletal System Drugs
1139,3746,2017-02-14,4.33,5.0,2.1,22.0,0.0,0.0,1.0,1.0,2017,Musculo-Skeletal System Drugs
1140,3747,2017-02-15,6.0,2.67,2.0,19.2,1.0,0.0,1.0,1.0,2017,Musculo-Skeletal System Drugs
1141,3748,2017-02-16,3.66,4.66,1.0,31.6,2.0,0.0,0.0,3.0,2017,Musculo-Skeletal System Drugs
1142,3749,2017-02-17,3.0,2.802,2.1,12.25,4.0,0.0,8.0,1.2,2017,Musculo-Skeletal System Drugs
1143,3750,2017-02-18,7.0,4.0,2.35,30.0,10.0,0.0,0.0,3.1,2017,Musculo-Skeletal System Drugs
1144,3751,2017-02-19,3.34,3.516,2.2,13.0,1.0,0.0,8.0,1.0,2017,Musculo-Skeletal System Drugs
1145,3752,2017-02-20,5.0,3.76,4.5,33.1,2.0,0.0,1.0,3.0,2017,Musculo-Skeletal System Drugs
1146,3753,2017-02-21,5.0,4.155,4.0,22.9,14.0,0.0,8.0,1.0,2017,Musculo-Skeletal System Drugs
1147,3754,2017-02-22,3.67,2.4290000000000003,7.2,21.1,9.0,0.0,5.0,0.0,2017,Musculo-Skeletal System Drugs
1148,3755,2017-02-23,6.67,5.67,4.05,24.1,5.0,1.0,8.0,2.0,2017,Musculo-Skeletal System Drugs
1149,3756,2017-02-24,1.0,4.67,4.0,29.8,10.0,1.0,7.0,1.0,2017,Musculo-Skeletal System Drugs
1150,3757,2017-02-25,6.0,6.34,5.25,24.0,6.875,0.0,2.0,0.0,2017,Musculo-Skeletal System Drugs
1151,3758,2017-02-26,5.33,5.33,3.2,15.7,3.0,0.0,5.0,1.2,2017,Musculo-Skeletal System Drugs
1152,3759,2017-02-27,5.67,3.68,7.0,16.4,14.0,0.0,7.0,2.0,2017,Musculo-Skeletal System Drugs
1153,3760,2017-02-28,5.34,5.02,7.5,26.4,9.0,2.0,18.0,0.0,2017,Musculo-Skeletal System Drugs
1154,3761,2017-01-03,4.0,4.66,5.0,15.1,17.0,0.0,5.0,2.0,2017,Musculo-Skeletal System Drugs
1155,3762,2017-02-03,5.0,7.13,3.0,13.0,1.0,1.0,1.0,2.0,2017,Musculo-Skeletal System Drugs
1156,3763,2017-03-03,9.0,2.99,4.0,12.9,9.0,1.0,6.0,4.0,2017,Musculo-Skeletal System Drugs
1157,3764,2017-04-03,5.01,3.67,3.1,17.0,0.0,0.0,5.0,4.5,2017,Musculo-Skeletal System Drugs
1158,3765,2017-05-03,12.33,4.33,5.0,33.9,3.0,0.0,6.0,5.0,2017,Musculo-Skeletal System Drugs
1159,3766,2017-06-03,6.83,2.33,1.1,19.6,1.0,0.0,0.0,3.0,2017,Musculo-Skeletal System Drugs
1160,3767,2017-07-03,2.34,5.33,6.5,15.0,4.0,0.0,0.0,2.0,2017,Musculo-Skeletal System Drugs
1161,3768,2017-08-03,1.0,2.34,0.0,15.2,4.0,0.0,0.0,3.0,2017,Musculo-Skeletal System Drugs
1162,3769,2017-09-03,11.33,2.33,6.0,26.9,6.0,1.0,0.0,2.5,2017,Musculo-Skeletal System Drugs
1163,3770,2017-10-03,2.0,4.33,4.6,26.3,8.0,1.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1164,3771,2017-11-03,6.33,4.066,6.0,20.1,2.0,1.0,5.0,3.5,2017,Musculo-Skeletal System Drugs
1165,3772,2017-12-03,7.68,7.01,2.0,48.0,6.0,4.0,15.0,2.0,2017,Musculo-Skeletal System Drugs
1166,3773,2017-03-13,2.33,0.68,2.7,17.8,2.0,0.0,10.0,0.0,2017,Musculo-Skeletal System Drugs
1167,3774,2017-03-14,2.67,1.34,3.0,15.0,5.0,0.0,5.0,1.0,2017,Musculo-Skeletal System Drugs
1168,3775,2017-03-15,3.66,1.703,2.5,14.6,4.0,0.0,0.0,0.0,2017,Musculo-Skeletal System Drugs
1169,3776,2017-03-16,6.0,4.056,4.75,28.2,4.0,0.0,1.0,3.0,2017,Musculo-Skeletal System Drugs
1170,3777,2017-03-17,4.33,2.802,0.0,11.0,14.0,0.0,3.0,3.0,2017,Musculo-Skeletal System Drugs
1171,3778,2017-03-18,5.0,4.38,4.25,20.4,3.0,0.0,1.0,1.0,2017,Musculo-Skeletal System Drugs
1172,3779,2017-03-19,10.0,3.693,2.0,39.1,3.0,0.0,5.0,3.0,2017,Musculo-Skeletal System Drugs
1173,3780,2017-03-20,1.66,6.683,4.7,16.1,3.0,0.0,7.0,3.0,2017,Musculo-Skeletal System Drugs
1174,3781,2017-03-21,9.16,2.03,2.2,12.6,4.0,0.0,1.0,5.3,2017,Musculo-Skeletal System Drugs
1175,3782,2017-03-22,1.66,5.023,2.0,16.4,7.0,0.0,2.0,2.0,2017,Musculo-Skeletal System Drugs
1176,3783,2017-03-23,7.34,2.133,1.0,13.3,8.0,0.0,6.0,3.5,2017,Musculo-Skeletal System Drugs
1177,3784,2017-03-24,1.67,3.0,4.5,12.3,7.0,0.0,5.0,6.3,2017,Musculo-Skeletal System Drugs
1178,3785,2017-03-25,10.0,5.49,1.0,33.3,3.0,0.0,0.0,4.0,2017,Musculo-Skeletal System Drugs
1179,3786,2017-03-26,5.34,5.36,3.45,18.0,4.0,0.0,10.0,8.0,2017,Musculo-Skeletal System Drugs
1180,3787,2017-03-27,4.84,3.463,3.5,14.8,5.0,0.0,1.0,4.0,2017,Musculo-Skeletal System Drugs
1181,3788,2017-03-28,2.67,2.67,7.0,22.0,14.0,0.0,0.0,6.0,2017,Musculo-Skeletal System Drugs
1182,3789,2017-03-29,6.34,1.34,4.0,12.9,3.0,0.0,7.0,4.5,2017,Musculo-Skeletal System Drugs
1183,3790,2017-03-30,1.33,2.693,5.0,9.5,9.0,0.0,0.0,2.0,2017,Musculo-Skeletal System Drugs
1184,3791,2017-03-31,4.0,2.0,3.5,22.2,2.0,0.0,2.0,6.0,2017,Musculo-Skeletal System Drugs
1185,3792,2017-01-04,2.33,2.0,2.0,34.0,2.0,0.0,1.0,3.0,2017,Musculo-Skeletal System Drugs
1186,3793,2017-02-04,6.67,4.223,4.0,23.0,4.0,0.0,9.0,12.4,2017,Musculo-Skeletal System Drugs
1187,3794,2017-03-04,6.33,1.0,5.6,25.6,8.0,0.0,20.0,3.0,2017,Musculo-Skeletal System Drugs
1188,3795,2017-04-04,0.33,1.033,2.2,8.0,2.0,0.0,5.0,5.5,2017,Musculo-Skeletal System Drugs
1189,3796,2017-05-04,5.0,0.231,0.2,13.6,9.0,2.0,6.0,1.0,2017,Musculo-Skeletal System Drugs
1190,3797,2017-06-04,5.0,0.66,3.1,10.9,4.0,1.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1191,3798,2017-07-04,3.5,4.0,2.0,16.0,5.0,0.0,5.0,5.0,2017,Musculo-Skeletal System Drugs
1192,3799,2017-08-04,7.51,8.759,2.05,23.0,3.0,0.0,11.0,6.0,2017,Musculo-Skeletal System Drugs
1193,3800,2017-09-04,4.99,5.34,8.25,22.0,3.0,0.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1194,3801,2017-10-04,8.66,1.3630000000000002,1.05,27.5,1.0,0.0,4.0,4.0,2017,Musculo-Skeletal System Drugs
1195,3802,2017-11-04,4.0,2.33,3.0,17.0,5.0,0.0,11.0,1.0,2017,Musculo-Skeletal System Drugs
1196,3803,2017-12-04,11.99,3.32,3.35,11.0,10.0,2.0,10.0,4.0,2017,Musculo-Skeletal System Drugs
1197,3804,2017-04-13,5.0,2.439,2.0,30.9,1.0,0.0,2.0,5.0,2017,Musculo-Skeletal System Drugs
1198,3805,2017-04-14,7.34,4.98,5.0,13.0,3.0,0.0,16.0,4.0,2017,Musculo-Skeletal System Drugs
1199,3806,2017-04-15,11.67,1.472,4.0,27.25,1.0,0.0,15.0,5.2,2017,Musculo-Skeletal System Drugs
1200,3807,2017-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Musculo-Skeletal System Drugs
1201,3808,2017-04-17,4.0,3.99,1.9,18.4,1.0,0.0,5.0,1.0,2017,Musculo-Skeletal System Drugs
1202,3809,2017-04-18,7.33,4.67,6.3,15.4,8.0,1.0,2.0,2.0,2017,Musculo-Skeletal System Drugs
1203,3810,2017-04-19,1.0,3.406,5.0,14.0,2.0,0.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1204,3811,2017-04-20,4.66,2.33,5.0,9.4,10.0,0.0,7.0,2.0,2017,Musculo-Skeletal System Drugs
1205,3812,2017-04-21,3.67,2.34,2.4,29.0,3.0,0.0,1.875,3.0,2017,Musculo-Skeletal System Drugs
1206,3813,2017-04-22,2.64,4.66,2.8,19.0,7.0,1.0,1.0,2.0,2017,Musculo-Skeletal System Drugs
1207,3814,2017-04-23,9.0,5.416,3.6,25.5,7.0,0.0,1.0,5.0,2017,Musculo-Skeletal System Drugs
1208,3815,2017-04-24,9.33,3.81,8.0,13.15,9.0,0.0,1.0,5.0,2017,Musculo-Skeletal System Drugs
1209,3816,2017-04-25,8.0,2.99,2.2,24.0,4.0,0.0,26.0,5.0,2017,Musculo-Skeletal System Drugs
1210,3817,2017-04-26,3.0,4.0,3.5,10.2,3.0,0.0,1.0,8.3,2017,Musculo-Skeletal System Drugs
1211,3818,2017-04-27,3.33,3.737,2.3,11.0,10.0,1.0,0.0,10.0,2017,Musculo-Skeletal System Drugs
1212,3819,2017-04-28,3.33,3.67,5.1,15.4,2.0,0.0,7.0,7.0,2017,Musculo-Skeletal System Drugs
1213,3820,2017-04-29,5.0,9.0,2.3,15.0,3.0,1.0,1.0,8.0,2017,Musculo-Skeletal System Drugs
1214,3821,2017-04-30,1.0,4.046,2.3,18.0,2.0,0.0,12.0,2.0,2017,Musculo-Skeletal System Drugs
1215,3822,2017-01-05,0.34,1.0,1.0,1.2,0.0,0.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1216,3823,2017-02-05,2.0,6.0329999999999995,1.0,23.0,5.0,0.0,6.0,5.0,2017,Musculo-Skeletal System Drugs
1217,3824,2017-03-05,1.33,3.34,6.0,18.2,6.0,0.0,20.0,2.0,2017,Musculo-Skeletal System Drugs
1218,3825,2017-04-05,5.67,5.66,1.0,11.6,4.0,0.0,2.0,4.1,2017,Musculo-Skeletal System Drugs
1219,3826,2017-05-05,2.34,5.33,1.15,6.6,8.0,0.0,12.0,3.0,2017,Musculo-Skeletal System Drugs
1220,3827,2017-06-05,7.33,2.363,4.4,14.0,4.0,0.0,0.0,6.0,2017,Musculo-Skeletal System Drugs
1221,3828,2017-07-05,6.33,3.67,4.5,18.25,3.0,0.0,4.0,4.0,2017,Musculo-Skeletal System Drugs
1222,3829,2017-08-05,2.33,3.66,1.0,8.0,8.0,3.0,1.0,5.6,2017,Musculo-Skeletal System Drugs
1223,3830,2017-09-05,7.33,4.0,4.1,11.0,4.0,0.0,2.0,3.0,2017,Musculo-Skeletal System Drugs
1224,3831,2017-10-05,8.66,0.397,9.0,15.0,4.0,0.0,14.0,7.0,2017,Musculo-Skeletal System Drugs
1225,3832,2017-11-05,6.0,6.693,3.0,16.0,6.0,2.0,1.0,10.0,2017,Musculo-Skeletal System Drugs
1226,3833,2017-12-05,4.99,4.703,6.0,16.4,4.0,9.0,0.0,6.0,2017,Musculo-Skeletal System Drugs
1227,3834,2017-05-13,5.0,2.363,6.0,12.0,4.0,0.0,1.0,7.0,2017,Musculo-Skeletal System Drugs
1228,3835,2017-05-14,4.67,2.076,2.85,31.5,6.0,0.0,5.0,2.1,2017,Musculo-Skeletal System Drugs
1229,3836,2017-05-15,5.34,4.703,2.0,17.0,0.0,3.0,3.0,7.0,2017,Musculo-Skeletal System Drugs
1230,3837,2017-05-16,2.33,5.66,1.5,16.2,2.0,0.0,6.0,7.0,2017,Musculo-Skeletal System Drugs
1231,3838,2017-05-17,6.34,4.84,0.0,9.0,5.0,0.0,0.0,2.0,2017,Musculo-Skeletal System Drugs
1232,3839,2017-05-18,3.33,5.01,4.0,28.2,4.0,0.0,0.0,3.0,2017,Musculo-Skeletal System Drugs
1233,3840,2017-05-19,4.34,3.44,2.2,31.6,11.0,0.0,0.0,10.0,2017,Musculo-Skeletal System Drugs
1234,3841,2017-05-20,3.99,4.713,0.25,16.4,5.0,0.0,6.0,6.0,2017,Musculo-Skeletal System Drugs
1235,3842,2017-05-21,6.0,3.043,1.25,32.2,5.0,0.0,12.0,4.0,2017,Musculo-Skeletal System Drugs
1236,3843,2017-05-22,5.33,1.34,4.4,22.4,5.0,0.0,7.0,11.0,2017,Musculo-Skeletal System Drugs
1237,3844,2017-05-23,3.0,2.406,5.0,11.0,9.0,0.0,2.0,7.0,2017,Musculo-Skeletal System Drugs
1238,3845,2017-05-24,6.68,3.34,3.0,14.2,9.0,0.0,4.0,4.71,2017,Musculo-Skeletal System Drugs
1239,3846,2017-05-25,5.66,5.36,2.0,18.2,3.0,0.0,2.0,4.3,2017,Musculo-Skeletal System Drugs
1240,3847,2017-05-26,2.34,3.67,5.0,29.0,4.0,0.0,8.0,2.0,2017,Musculo-Skeletal System Drugs
1241,3848,2017-05-27,7.33,3.221,2.0,23.4,5.0,0.0,0.0,10.0,2017,Musculo-Skeletal System Drugs
1242,3849,2017-05-28,1.99,6.242999999999999,2.45,11.19,2.0,0.0,0.0,3.0,2017,Musculo-Skeletal System Drugs
1243,3850,2017-05-29,3.34,4.023,1.6,28.0,4.0,2.0,4.0,5.0,2017,Musculo-Skeletal System Drugs
1244,3851,2017-05-30,8.0,3.3960000000000004,4.3,25.0,3.0,0.0,5.0,5.0,2017,Musculo-Skeletal System Drugs
1245,3852,2017-05-31,4.0,2.4290000000000003,7.0,12.2,6.0,4.0,1.0,5.0,2017,Musculo-Skeletal System Drugs
1246,3853,2017-01-06,1.34,3.67,2.0,21.4,10.0,0.0,2.0,2.0,2017,Musculo-Skeletal System Drugs
1247,3854,2017-02-06,2.33,4.0,4.0,17.4,9.0,1.0,5.0,3.0,2017,Musculo-Skeletal System Drugs
1248,3855,2017-03-06,5.0,1.726,3.0,10.0,3.0,1.0,22.0,2.0,2017,Musculo-Skeletal System Drugs
1249,3856,2017-04-06,7.0,1.7469999999999999,2.25,23.4,3.0,1.0,5.0,4.0,2017,Musculo-Skeletal System Drugs
1250,3857,2017-05-06,3.33,5.99,4.5,9.7,5.0,0.0,0.0,8.0,2017,Musculo-Skeletal System Drugs
1251,3858,2017-06-06,1.0,3.0,0.0,18.0,3.0,0.0,6.0,7.5,2017,Musculo-Skeletal System Drugs
1252,3859,2017-07-06,5.33,4.6930000000000005,4.0,21.0,13.0,0.0,20.0,7.0,2017,Musculo-Skeletal System Drugs
1253,3860,2017-08-06,5.0,1.8230000000000002,3.15,21.0,4.0,0.0,2.0,4.2,2017,Musculo-Skeletal System Drugs
1254,3861,2017-09-06,1.33,4.09,3.1,10.0,2.0,0.0,0.0,6.0,2017,Musculo-Skeletal System Drugs
1255,3862,2017-10-06,9.0,7.01,4.0,15.0,2.0,0.0,7.0,3.0,2017,Musculo-Skeletal System Drugs
1256,3863,2017-11-06,5.5,3.99,8.5,28.25,8.0,0.0,2.0,3.0,2017,Musculo-Skeletal System Drugs
1257,3864,2017-12-06,4.34,3.34,1.0,13.6,3.0,0.0,13.0,12.0,2017,Musculo-Skeletal System Drugs
1258,3865,2017-06-13,2.99,3.023,3.0,8.0,9.0,0.0,0.0,9.1,2017,Musculo-Skeletal System Drugs
1259,3866,2017-06-14,1.33,1.33,1.0,9.0,6.0,3.0,5.0,3.0,2017,Musculo-Skeletal System Drugs
1260,3867,2017-06-15,3.0,4.33,3.15,15.0,10.0,0.0,5.0,6.5,2017,Musculo-Skeletal System Drugs
1261,3868,2017-06-16,4.0,2.01,0.0,12.25,6.0,0.0,0.0,5.44,2017,Musculo-Skeletal System Drugs
1262,3869,2017-06-17,2.0,8.726,5.0,12.0,4.0,0.0,5.0,5.0,2017,Musculo-Skeletal System Drugs
1263,3870,2017-06-18,4.0,7.34,1.1,26.6,2.0,0.0,12.0,3.33,2017,Musculo-Skeletal System Drugs
1264,3871,2017-06-19,1.33,1.98,1.0,18.0,1.0,1.0,8.0,3.0,2017,Musculo-Skeletal System Drugs
1265,3872,2017-06-20,9.33,1.0,5.1,12.0,5.0,0.0,5.0,8.63,2017,Musculo-Skeletal System Drugs
1266,3873,2017-06-21,4.0,1.33,2.0,21.0,4.0,0.0,2.0,5.4,2017,Musculo-Skeletal System Drugs
1267,3874,2017-06-22,1.0,3.34,0.0,7.0,4.0,0.0,8.0,11.0,2017,Musculo-Skeletal System Drugs
1268,3875,2017-06-23,1.0,1.34,2.0,16.0,5.0,0.0,0.0,1.2,2017,Musculo-Skeletal System Drugs
1269,3876,2017-06-24,5.0,3.65,6.0,32.0,8.0,1.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1270,3877,2017-06-25,6.5,2.34,6.0,22.0,4.0,0.0,0.0,4.6,2017,Musculo-Skeletal System Drugs
1271,3878,2017-06-26,7.68,3.033,6.25,10.0,11.0,0.0,0.0,3.0,2017,Musculo-Skeletal System Drugs
1272,3879,2017-06-27,4.0,3.32,6.0,13.5,9.0,0.0,3.0,6.0,2017,Musculo-Skeletal System Drugs
1273,3880,2017-06-28,4.0,4.033,4.5,18.0,7.0,0.0,5.0,3.0,2017,Musculo-Skeletal System Drugs
1274,3881,2017-06-29,4.0,3.67,6.0,17.0,1.0,0.0,21.0,5.0,2017,Musculo-Skeletal System Drugs
1275,3882,2017-06-30,6.67,2.1319999999999997,2.0,18.0,2.0,0.0,0.0,6.0,2017,Musculo-Skeletal System Drugs
1276,3883,2017-01-07,3.33,2.33,1.0,10.0,5.0,0.0,10.0,4.0,2017,Musculo-Skeletal System Drugs
1277,3884,2017-02-07,5.0,3.68,2.0,9.0,6.0,0.0,0.0,4.0,2017,Musculo-Skeletal System Drugs
1278,3885,2017-03-07,3.67,0.0,1.5,8.0,11.0,0.0,11.0,0.0,2017,Musculo-Skeletal System Drugs
1279,3886,2017-04-07,10.67,2.34,5.0,18.0,7.0,0.0,0.0,6.0,2017,Musculo-Skeletal System Drugs
1280,3887,2017-05-07,4.5,1.66,2.0,16.0,20.0,0.0,22.0,6.0,2017,Musculo-Skeletal System Drugs
1281,3888,2017-06-07,4.33,7.0,4.0,20.6,3.0,1.0,1.0,1.0,2017,Musculo-Skeletal System Drugs
1282,3889,2017-07-07,5.0,2.0,4.1,17.0,6.0,0.0,1.0,0.0,2017,Musculo-Skeletal System Drugs
1283,3890,2017-08-07,4.99,4.0889999999999995,5.0,16.0,12.0,0.0,1.0,3.0,2017,Musculo-Skeletal System Drugs
1284,3891,2017-09-07,2.33,7.16,0.5,15.0,4.0,0.0,1.0,4.0,2017,Musculo-Skeletal System Drugs
1285,3892,2017-10-07,2.0,4.353,4.0,12.0,5.0,2.0,7.0,3.0,2017,Musculo-Skeletal System Drugs
1286,3893,2017-11-07,3.34,0.68,0.0,18.0,2.0,0.0,7.0,2.0,2017,Musculo-Skeletal System Drugs
1287,3894,2017-12-07,2.0,5.34,0.0,15.4,12.0,0.0,3.0,0.0,2017,Musculo-Skeletal System Drugs
1288,3895,2017-07-13,3.33,3.34,2.15,9.6,5.0,3.0,3.0,2.0,2017,Musculo-Skeletal System Drugs
1289,3896,2017-07-14,2.33,3.759,2.0,16.0,8.0,0.0,5.0,3.0,2017,Musculo-Skeletal System Drugs
1290,3897,2017-07-15,3.33,9.34,3.0,21.0,3.0,0.0,0.0,2.0,2017,Musculo-Skeletal System Drugs
1291,3898,2017-07-16,11.34,9.34,3.0,19.0,6.0,0.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1292,3899,2017-07-17,9.0,4.747,3.0,16.4,6.0,2.0,4.0,3.0,2017,Musculo-Skeletal System Drugs
1293,3900,2017-07-18,9.67,5.67,1.5,14.0,8.0,0.0,20.0,4.0,2017,Musculo-Skeletal System Drugs
1294,3901,2017-07-19,6.33,3.66,4.0,20.6,6.0,3.0,1.0,6.0,2017,Musculo-Skeletal System Drugs
1295,3902,2017-07-20,5.0,4.0,3.0,18.0,11.0,2.0,2.0,2.0,2017,Musculo-Skeletal System Drugs
1296,3903,2017-07-21,2.33,1.0,3.0,14.0,5.0,0.0,0.0,3.0,2017,Musculo-Skeletal System Drugs
1297,3904,2017-07-22,3.0,5.69,5.0,22.0,3.0,1.0,0.0,2.0,2017,Musculo-Skeletal System Drugs
1298,3905,2017-07-23,6.5,2.4290000000000003,2.0,12.0,4.0,0.0,4.0,5.0,2017,Musculo-Skeletal System Drugs
1299,3906,2017-07-24,3.84,1.0,2.1,15.0,6.0,0.0,0.0,3.0,2017,Musculo-Skeletal System Drugs
1300,3907,2017-07-25,6.34,2.35,2.0,14.0,5.0,0.0,6.0,0.1,2017,Musculo-Skeletal System Drugs
1301,3908,2017-07-26,3.33,6.779,3.0,15.0,11.0,1.0,1.0,1.0,2017,Musculo-Skeletal System Drugs
1302,3909,2017-07-27,5.0,0.67,0.0,12.4,8.0,0.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1303,3910,2017-07-28,4.0,5.0,1.1,17.2,10.0,0.0,0.0,3.0,2017,Musculo-Skeletal System Drugs
1304,3911,2017-07-29,3.0,3.33,2.0,14.15,1.0,0.0,0.0,4.0,2017,Musculo-Skeletal System Drugs
1305,3912,2017-07-30,4.125,2.66,2.0,13.0,11.0,0.0,0.0,1.0,2017,Musculo-Skeletal System Drugs
1306,3913,2017-07-31,7.34,0.81,2.25,21.0,9.0,0.0,5.0,2.0,2017,Musculo-Skeletal System Drugs
1307,3914,2017-01-08,7.33,3.33,2.0,15.6,3.0,0.0,1.0,1.0,2017,Musculo-Skeletal System Drugs
1308,3915,2017-02-08,6.0,2.66,1.0,25.0,2.0,0.0,1.0,4.0,2017,Musculo-Skeletal System Drugs
1309,3916,2017-03-08,6.33,0.66,4.0,10.0,8.0,0.0,1.0,3.0,2017,Musculo-Skeletal System Drugs
