,id,datum,n02ba,year,ATC Classification,Drug Classification
981,3588,2016-09-09,3.25,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
982,3589,2016-10-09,10.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
983,3590,2016-11-09,7.1,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
984,3591,2016-12-09,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
985,3592,2016-09-13,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
986,3593,2016-09-14,2.5,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
987,3594,2016-09-15,2.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
988,3595,2016-09-16,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
989,3596,2016-09-17,2.4,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
990,3597,2016-09-18,2.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
991,3598,2016-09-19,2.15,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
992,3599,2016-09-20,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
993,3600,2016-09-21,3.05,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
994,3601,2016-09-22,2.1,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
995,3602,2016-09-23,6.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
996,3603,2016-09-24,6.2,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
997,3604,2016-09-25,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
998,3605,2016-09-26,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
999,3606,2016-09-27,7.4,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1000,3607,2016-09-28,5.45,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1001,3608,2016-09-29,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1002,3609,2016-09-30,2.6,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1003,3610,2016-01-10,1.2,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1004,3611,2016-02-10,9.7,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1005,3612,2016-03-10,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1006,3613,2016-04-10,6.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1007,3614,2016-05-10,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1008,3615,2016-06-10,6.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1009,3616,2016-07-10,6.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1010,3617,2016-08-10,5.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1011,3618,2016-09-10,5.5,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1012,3619,2016-10-10,5.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1013,3620,2016-11-10,11.65,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1014,3621,2016-12-10,2.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1015,3622,2016-10-13,3.2,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1016,3623,2016-10-14,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1017,3624,2016-10-15,3.35,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1018,3625,2016-10-16,10.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1019,3626,2016-10-17,5.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1020,3627,2016-10-18,9.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1021,3628,2016-10-19,5.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1022,3629,2016-10-20,6.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1023,3630,2016-10-21,0.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1024,3631,2016-10-22,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1025,3632,2016-10-23,3.8,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1026,3633,2016-10-24,7.5,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1027,3634,2016-10-25,5.4,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1028,3635,2016-10-26,6.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1029,3636,2016-10-27,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1030,3637,2016-10-28,6.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1031,3638,2016-10-29,6.1,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1032,3639,2016-10-30,5.75,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1033,3640,2016-10-31,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1034,3641,2016-01-11,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1035,3642,2016-02-11,4.1,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1036,3643,2016-03-11,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1037,3644,2016-04-11,3.6,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1038,3645,2016-05-11,5.8,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1039,3646,2016-06-11,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1040,3647,2016-07-11,6.3,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1041,3648,2016-08-11,8.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1042,3649,2016-09-11,1.4,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1043,3650,2016-10-11,7.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1044,3651,2016-11-11,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1045,3652,2016-12-11,7.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1046,3653,2016-11-13,3.6,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1047,3654,2016-11-14,3.8,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1048,3655,2016-11-15,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1049,3656,2016-11-16,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1050,3657,2016-11-17,5.7,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1051,3658,2016-11-18,6.25,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1052,3659,2016-11-19,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1053,3660,2016-11-20,5.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1054,3661,2016-11-21,5.25,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1055,3662,2016-11-22,1.1,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1056,3663,2016-11-23,3.7,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1057,3664,2016-11-24,6.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1058,3665,2016-11-25,7.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1059,3666,2016-11-26,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1060,3667,2016-11-27,3.9,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1061,3668,2016-11-28,2.05,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1062,3669,2016-11-29,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1063,3670,2016-11-30,4.3,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1064,3671,2016-01-12,1.5,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1065,3672,2016-02-12,3.2,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1066,3673,2016-03-12,3.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1067,3674,2016-04-12,2.9,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1068,3675,2016-05-12,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1069,3676,2016-06-12,4.4,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1070,3677,2016-07-12,1.7,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1071,3678,2016-08-12,5.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1072,3679,2016-09-12,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1073,3680,2016-10-12,10.1,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1074,3681,2016-11-12,8.55,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1075,3682,2016-12-12,3.1,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1076,3683,2016-12-13,5.1,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1077,3684,2016-12-14,5.65,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1078,3685,2016-12-15,1.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1079,3686,2016-12-16,2.2,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1080,3687,2016-12-17,4.15,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1081,3688,2016-12-18,4.2,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1082,3689,2016-12-19,0.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1083,3690,2016-12-20,4.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1084,3691,2016-12-21,0.25,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1085,3692,2016-12-22,3.8,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1086,3693,2016-12-23,1.15,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1087,3694,2016-12-24,4.2,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1088,3695,2016-12-25,5.7,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1089,3696,2016-12-26,2.0,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1090,3697,2016-12-27,0.41666666700000005,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1091,3698,2016-12-28,6.45,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1092,3699,2016-12-29,6.35,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1093,3700,2016-12-30,7.3,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1094,3701,2016-12-31,7.45,2016,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1095,3702,2017-01-01,1.5625,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1096,3703,2017-02-01,0.625,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1097,3704,2017-03-01,4.625,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1098,3705,2017-04-01,6.416666667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1099,3706,2017-05-01,5.208333333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1100,3707,2017-06-01,5.625,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1101,3708,2017-07-01,5.958333333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1102,3709,2017-08-01,5.083333333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1103,3710,2017-09-01,2.583333333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1104,3711,2017-10-01,13.29166667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1105,3712,2017-11-01,9.166666667000001,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1106,3713,2017-12-01,8.75,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1107,3714,2017-01-13,9.541666667000001,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1108,3715,2017-01-14,7.708333333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1109,3716,2017-01-15,9.083333332999999,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1110,3717,2017-01-16,8.041666667000001,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1111,3718,2017-01-17,5.291666667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1112,3719,2017-01-18,6.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1113,3720,2017-01-19,7.833333333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1114,3721,2017-01-20,4.125,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1115,3722,2017-01-21,4.583333333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1116,3723,2017-01-22,5.125,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1117,3724,2017-01-23,6.291666667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1118,3725,2017-01-24,10.95833333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1119,3726,2017-01-25,7.666666667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1120,3727,2017-01-26,7.041666667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1121,3728,2017-01-27,5.166666667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1122,3729,2017-01-28,2.25,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1123,3730,2017-01-29,5.333333333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1124,3731,2017-01-30,7.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1125,3732,2017-01-31,2.833333333,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1126,3733,2017-01-02,6.041666667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1127,3734,2017-02-02,6.416666667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1128,3735,2017-03-02,9.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1129,3736,2017-04-02,4.416666667,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1130,3737,2017-05-02,5.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1131,3738,2017-06-02,4.4,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1132,3739,2017-07-02,3.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1133,3740,2017-08-02,4.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1134,3741,2017-09-02,4.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1135,3742,2017-10-02,4.75,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1136,3743,2017-11-02,5.1,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1137,3744,2017-12-02,7.8,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1138,3745,2017-02-13,0.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1139,3746,2017-02-14,2.1,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1140,3747,2017-02-15,2.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1141,3748,2017-02-16,1.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1142,3749,2017-02-17,2.1,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1143,3750,2017-02-18,2.35,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1144,3751,2017-02-19,2.2,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1145,3752,2017-02-20,4.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1146,3753,2017-02-21,4.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1147,3754,2017-02-22,7.2,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1148,3755,2017-02-23,4.05,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1149,3756,2017-02-24,4.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1150,3757,2017-02-25,5.25,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1151,3758,2017-02-26,3.2,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1152,3759,2017-02-27,7.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1153,3760,2017-02-28,7.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1154,3761,2017-01-03,5.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1155,3762,2017-02-03,3.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1156,3763,2017-03-03,4.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1157,3764,2017-04-03,3.1,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1158,3765,2017-05-03,5.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1159,3766,2017-06-03,1.1,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1160,3767,2017-07-03,6.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1161,3768,2017-08-03,0.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1162,3769,2017-09-03,6.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1163,3770,2017-10-03,4.6,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1164,3771,2017-11-03,6.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1165,3772,2017-12-03,2.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1166,3773,2017-03-13,2.7,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1167,3774,2017-03-14,3.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1168,3775,2017-03-15,2.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1169,3776,2017-03-16,4.75,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1170,3777,2017-03-17,0.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1171,3778,2017-03-18,4.25,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1172,3779,2017-03-19,2.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1173,3780,2017-03-20,4.7,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1174,3781,2017-03-21,2.2,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1175,3782,2017-03-22,2.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1176,3783,2017-03-23,1.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1177,3784,2017-03-24,4.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1178,3785,2017-03-25,1.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1179,3786,2017-03-26,3.45,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1180,3787,2017-03-27,3.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1181,3788,2017-03-28,7.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1182,3789,2017-03-29,4.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1183,3790,2017-03-30,5.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1184,3791,2017-03-31,3.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1185,3792,2017-01-04,2.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1186,3793,2017-02-04,4.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1187,3794,2017-03-04,5.6,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1188,3795,2017-04-04,2.2,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1189,3796,2017-05-04,0.2,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1190,3797,2017-06-04,3.1,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1191,3798,2017-07-04,2.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1192,3799,2017-08-04,2.05,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1193,3800,2017-09-04,8.25,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1194,3801,2017-10-04,1.05,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1195,3802,2017-11-04,3.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1196,3803,2017-12-04,3.35,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1197,3804,2017-04-13,2.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1198,3805,2017-04-14,5.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1199,3806,2017-04-15,4.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1200,3807,2017-04-16,0.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1201,3808,2017-04-17,1.9,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1202,3809,2017-04-18,6.3,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1203,3810,2017-04-19,5.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1204,3811,2017-04-20,5.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1205,3812,2017-04-21,2.4,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1206,3813,2017-04-22,2.8,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1207,3814,2017-04-23,3.6,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1208,3815,2017-04-24,8.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1209,3816,2017-04-25,2.2,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1210,3817,2017-04-26,3.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1211,3818,2017-04-27,2.3,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1212,3819,2017-04-28,5.1,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1213,3820,2017-04-29,2.3,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1214,3821,2017-04-30,2.3,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1215,3822,2017-01-05,1.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1216,3823,2017-02-05,1.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1217,3824,2017-03-05,6.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1218,3825,2017-04-05,1.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1219,3826,2017-05-05,1.15,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1220,3827,2017-06-05,4.4,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1221,3828,2017-07-05,4.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1222,3829,2017-08-05,1.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1223,3830,2017-09-05,4.1,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1224,3831,2017-10-05,9.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1225,3832,2017-11-05,3.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1226,3833,2017-12-05,6.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1227,3834,2017-05-13,6.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1228,3835,2017-05-14,2.85,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1229,3836,2017-05-15,2.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1230,3837,2017-05-16,1.5,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1231,3838,2017-05-17,0.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1232,3839,2017-05-18,4.0,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
1233,3840,2017-05-19,2.2,2017,"Salicylic acid and derivatives, analgesics and antipyretics",Nervous System Drugs
